0.96886,0.03725,0.045698,0.023095,0.012,0.20182,0.023654,0.018529,0.023654,0.005,0.031111,0.018437,0.03725,0.02225,0.025455,0.035132,0.0175,0.019211,0.025455,0.025,0.025455,0.19317,0.049239,0.012,0.023654,0.1125,0.20759,0.0175,0.037439,0.032568,0.0175,0.059468,0.20182,0.062813,0.01125,0.025455,0.049,0.01,0.01,0.023654,0.025,0.20182,0.12284,0.01,0.039524,0.005,0.026176,0.0175,0.023704,0.026286,0.023654,0.048295,0.005,0.088673,0.005,0.019167,0.014091
0.96734,0.034459,0.039419,0.016818,0.01125,0.26348,0.01125,0.01125,0.017609,0.005,0.12717,0.014306,0.044091,0.039419,0.02875,0.034459,0.016818,0.016818,0.0191,0.034459,0.022963,0.15713,0.034934,0.0078571,0.016818,0.030909,0.12717,0.014306,0.076957,0.1164,0.01125,0.037436,0.11082,0.11882,0.0078571,0.032353,0.030909,0.01125,0.01125,0.018333,0.029828,0.21027,0.11082,0.006,0.039419,0.005,0.030909,0.01125,0.11082,0.030909,0.022963,0.039419,0.005,0.051556,0.005,0.01125,0.01125
0.96963,0.02875,0.06913,0.024808,0.0083333,0.10123,0.012333,0.012333,0.025172,0.005,0.06913,0.017368,0.028,0.023125,0.027353,0.026935,0.022143,0.024815,0.026935,0.025172,0.022727,0.10537,0.057326,0.0083333,0.017368,0.064432,0.073958,0.0090909,0.03425,0.040305,0.013906,0.032763,0.098039,0.027353,0.0083333,0.10123,0.027353,0.008,0.012333,0.03425,0.030135,0.21848,0.080714,0.0083333,0.0975,0.00375,0.047857,0.0090909,0.11414,0.023125,0.022,0.024808,0.00375,0.069894,0.005,0.015735,0.012083
0.96861,0.040233,0.064444,0.019038,0.011875,0.21722,0.013667,0.015625,0.02125,0.005,0.036382,0.013667,0.069271,0.022167,0.023636,0.023281,0.017368,0.013667,0.018182,0.032222,0.019038,0.22482,0.069271,0.013667,0.018261,0.068804,0.099314,0.018182,0.040233,0.077653,0.013667,0.030143,0.19245,0.063182,0.013667,0.036437,0.017375,0.013667,0.0075,0.02037,0.019038,0.24067,0.13087,0.00625,0.038902,0.005,0.022167,0.017368,0.0907,0.036437,0.023281,0.026471,0.005,0.036382,0.0075,0.016471,0.011875
0.96892,0.025179,0.037973,0.033548,0.013158,0.16873,0.017708,0.0061111,0.037083,0.005,0.024231,0.010714,0.033824,0.017708,0.035571,0.042195,0.0184,0.013158,0.017708,0.042195,0.011333,0.31232,0.051977,0.0063636,0.012188,0.039079,0.0793,0.00625,0.060667,0.12906,0.012941,0.042195,0.076094,0.065543,0.0070833,0.068032,0.030917,0.005,0.005,0.030917,0.024444,0.15565,0.088235,0.0061111,0.11712,0.00375,0.046429,0.005,0.059318,0.033824,0.014048,0.033824,0.00375,0.0793,0.005,0.01325,0.01
0.96519,0.043354,0.026364,0.041,0.00875,0.17727,0.017065,0.012619,0.019615,0.005,0.043571,0.012619,0.029071,0.023667,0.031316,0.020463,0.012619,0.012619,0.012619,0.024839,0.022321,0.13226,0.14704,0.0075,0.0184,0.09845,0.11942,0.012619,0.07413,0.062444,0.012619,0.048023,0.090625,0.10882,0.012619,0.026364,0.013636,0.00875,0.0075,0.030556,0.0184,0.22866,0.09801,0.01,0.05375,0.005,0.023103,0.011136,0.084894,0.029071,0.012619,0.031316,0.005,0.037564,0.005,0.012619,0.0105
0.96256,0.025714,0.033553,0.028281,0.005,0.28109,0.020208,0.014333,0.041591,0.005,0.033553,0.015,0.029412,0.0213,0.039375,0.1076,0.019022,0.011429,0.015921,0.028333,0.032222,0.29491,0.065213,0.005,0.01881,0.041591,0.105,0.0091667,0.095,0.041548,0.015882,0.031143,0.0999,0.040732,0.0086364,0.038846,0.026935,0.005,0.005,0.019022,0.026935,0.16889,0.14769,0.0092308,0.07,0.005,0.021731,0.007,0.046444,0.061196,0.015921,0.025714,0.005,0.026935,0.005,0.01881,0.005
0.96149,0.039015,0.086146,0.032,0.0095,0.2746,0.026667,0.02175,0.050063,0.005,0.040857,0.022391,0.032,0.018889,0.067667,0.045658,0.05131,0.017353,0.014687,0.047308,0.032,0.18361,0.058409,0.005,0.012,0.15337,0.092451,0.010455,0.022391,0.051159,0.019737,0.038125,0.092451,0.07883,0.00625,0.071848,0.0302,0.012,0.005,0.032,0.040588,0.1591,0.045658,0.0083333,0.05593,0.0041667,0.042222,0.005,0.2746,0.032,0.011667,0.038125,0.0041667,0.092451,0.0041667,0.022391,0.012
0.9639,0.027344,0.032222,0.019828,0.01,0.35946,0.013437,0.0094444,0.017,0.005,0.022903,0.017,0.073646,0.015909,0.015909,0.08949,0.015909,0.010833,0.028182,0.033846,0.019537,0.18213,0.033846,0.005,0.015909,0.052093,0.10324,0.0125,0.033846,0.10358,0.014167,0.050488,0.0937,0.06734,0.011154,0.031143,0.017115,0.0067857,0.006875,0.0445,0.030735,0.22314,0.052614,0.0067857,0.052093,0.005,0.060109,0.013437,0.055,0.019643,0.013824,0.022903,0.005,0.10358,0.005,0.016087,0.01
0.96329,0.024286,0.041282,0.0182,0.016458,0.17111,0.015526,0.012727,0.041282,0.005,0.04619,0.015526,0.04619,0.015526,0.037639,0.077143,0.015526,0.015714,0.015714,0.025469,0.016458,0.1124,0.04619,0.005,0.014286,0.058936,0.0953,0.012727,0.021538,0.37821,0.014231,0.025469,0.07375,0.052273,0.015526,0.10069,0.048023,0.0088889,0.005,0.021852,0.030882,0.14863,0.055778,0.0088889,0.204,0.005,0.031286,0.0088889,0.025469,0.039324,0.025469,0.028788,0.005,0.058315,0.005,0.016364,0.01375
